23d480dbedf140be73ff92b2530ec7bdecc4e2ca	2026-09-11T08:32:33+10:00	Codex worktree snapshot: archive-cleanup
91818a476c7ddb81c48aba63c76b11cfbcb70df4	2026-09-03T18:17:27+10:00	MCX-15: Use absolute screenshot paths for controlled evidence
921d38e096ad4214f44f0f9c32cdad96ab1a49cf	2026-09-03T16:22:45+10:00	MCX-15: Wait for controlled UI state and admit readiness build
ff0556229f17d3ee05487391c9c4e26da346fea4	2026-09-03T15:17:54+10:00	MCX-15: Add bounded simulator screenshot-path pilot
ddace288d47766172aa8a6fa6b3e5a3e500e0bc6	2026-09-03T14:20:18+10:00	MCX-15: Declare app launch screen and admit controlled pilot build
4650a614032d227054bf7f143f409eb7e66e0a38	2026-09-03T11:51:36+10:00	MCX-15: Correct copy-control label query and admit controlled evidence build
f0cb10b68cce137826c44327f9f433e6b60d3361	2026-09-03T10:21:48+10:00	MCX-15: Enable Debug UI fixtures and admit controlled evidence build
e90efc6123537633dcc8fcb7c27b5bdf2627c3d3	2026-09-03T09:47:52+10:00	MCX-15: Define app executable and admit controlled plist evidence build
d9aacced1d451c64649a08ac3f2012df43b7f27d	2026-09-03T09:17:08+10:00	MCX-15: Name the UI-test product and admit controlled evidence build
ffa73729ab1c45e947ec13d6db00a7b709143b3a	2026-09-03T08:43:26+10:00	MCX-15: Admit controlled simulator correction evidence build
b0eaaa74fa45f60e1ccbda6c3b4ec6faa5e07982	2026-09-02T17:09:49+10:00	MCX-15: Support UI tests on iPhone simulator
b36f89c7fee9e37f1014933408fea78bd9eb80a1	2026-09-02T09:46:19+10:00	MCX-15: Correct Codemagic simulator destination
5f88563248650f263b4b0fc6c333731868114a25	2026-09-01T17:57:08+10:00	Prepare Phase 6.1 controlled evidence workflow
ef9beb558ea81c014d6ee1c5d6f043fa49b7b63a	2026-09-01T10:57:30+10:00	MCX-15: Probe exact iOS simulators
3b342b92e647ef78cb4d177803ab868ff7434bb4	2026-09-01T10:06:31+10:00	MCX-15: Prepare Phase 6.1 evidence workflow
cdc4f458bfd3ede385844b31eed117d3c06e854d	2026-09-01T08:14:09+10:00	MCX-15: Align evidence tests with presentation mapping
4155eebdf46964aeb4739ec2f41afe4c77d67a5e	2026-09-01T08:08:30+10:00	MCX-15: Fix Swift source enumeration
185848b57553c8bde3435d1d7481b9a3a86d6c7c	2026-09-01T08:04:55+10:00	MCX-15: Correct final review findings
644b51c3626f95f4076aa98cdb2e5030e8b25456	2026-09-01T06:53:53+10:00	MCX-15: Reconcile authentication evidence
6d5e3c69dbbb597bb3d8a79ba92eb7f174beba2e	2026-09-01T06:34:00+10:00	MCX-15: Prove Keychain lifecycle serialisation
f0272575eb4209145dd8baed9038b6ada7c54c1a	2026-09-01T06:19:26+10:00	MCX-15: Correct pending readiness evidence
22c8177b77ca2f7d8423fe49b239877068681208	2026-09-01T06:08:28+10:00	MCX-15: Align UI test Release settings
cb7b6ee22da21f61f7bd778f05111e0ab9a2fd7b	2026-09-01T06:05:23+10:00	MCX-15: Add UI readiness evidence
345e6946ae8fc567d7598f383098f61d3bea6500	2026-09-01T05:44:41+10:00	MCX-15: Match escaped build checks
07b995d14f43d16330b9ef3aa3415a987689d2fb	2026-09-01T05:40:52+10:00	MCX-15: Fix Release closure captures
d6a9932a1394b8c79eb6bc7bd229924419f32e42	2026-09-01T05:32:13+10:00	MCX-15: Complete final evidence gaps
eaf1941d8971b4532913ad77445316f07811dadf	2026-08-31T22:13:15+10:00	MCX-15: Close final readiness findings
c47e3fee1dc8a73754bb7351f3a6787d5949c909	2026-08-31T20:45:23+10:00	MCX-15: Close evidence review findings
ded8499dcbe84737001b7c3c55ba66f5ba531b27	2026-08-31T20:23:22+10:00	MCX-15: Fix stateful Keychain test compile
806fef65d15e7ddb5eab34e4cd25cf4bdbb4a732	2026-08-31T20:21:15+10:00	MCX-15: Complete state matrix evidence
70c909a8ff04dc903c6f1e90e7a855bef0764c00	2026-08-28T08:20:03+10:00	MCX-15: Complete failed request coordination
b2b4720cf1b3a19e78b27879855fee994c204247	2026-08-28T08:15:57+10:00	MCX-15: Complete recovery evidence validation
106a862415134cd5dfbb030fdca660c7bcb5756a	2026-08-28T07:48:30+10:00	MCX-15: Complete recovery reset evidence
2b7a012bb15b37c844b72be33cfe75832759a20b	2026-08-28T06:48:56+10:00	MCX-15: Complete replacement failure evidence
7ba3f6b714fd492fd5709e8f07066cdd5c4feeef	2026-08-28T05:40:34+10:00	MCX-15: Fix accessibility announcement compile
6fced5303f3b289923f0b0658a04c3060a5874a7	2026-08-27T23:26:25+10:00	MCX-15: Complete adaptive recovery evidence
52ee2257a305305dd89342e97a11c8efde80674d	2026-08-27T12:27:55Z	MCX-15: Fix catalogue mappings and add direct case assertions for AUTH identifiers
265dadd3fd3952d2ecea862c988efc90bc519acf	2026-08-27T06:46:04Z	MCX-15: Add iOS client adaptive recovery status to DEV_STATE.md and ACE_PROGRESS_GUIDE.html
